x_pix,y_pix,UA_kV,UG1_V
207.98237867587693,1197.957625727205,1.0591563494838312,0.6243289170437265
226.53640598227543,1199.6142353081332,1.2137349854841586,0.03695033017493188
257.68066610373,1199.6142353081332,1.4732062673418505,0.03695033017493188
282.52980981765654,1199.945557224319,1.6802312262708603,-0.08052538719886115
315.33067952003955,1198.951591475762,1.9535041720571527,0.27190176492240425
343.49304239582295,1198.951591475762,2.1881324588433637,0.27190176492240425
383.58299425429107,1199.2829133919477,2.522132725915499,0.15442604754861122
410.4200694653317,1199.2829133919477,2.745719681558829,0.15442604754861122
422.6789803642022,1198.6202695595762,2.8478519946304743,0.38937748229625413
479.02617875364274,1197.7679547975472,3.3172957938468217,0.6915799120367865
551.5459197683659,1197.2908512382398,3.921477433985243,0.8607449450549893
642.6726995960773,1198.2450583568548,4.680679363369707,0.52241487901847
717.464968070642,1197.500862301293,5.303794046411135,0.786282016153109
790.9770844887247,1198.874920552098,5.916243435309347,0.2990867210606325
875.4816669132495,1198.1878914266954,6.620274041239064,0.5426843686068423
956.3809367746084,1198.027266561729,7.294267809927694,0.5996365963895869
1040.2053815695872,1198.6899103941005,7.992632004714886,0.364685161641944
1122.4503009425978,1199.0180845859793,8.677836744618043,0.2483255224778418
1207.6000334023195,1199.0180845859793,9.387242270548118,0.2483255224778418
1289.3799304111462,1198.6214524936752,10.068572782954565,0.38895805326035315
1378.349576190918,1198.7513018465597,10.809803043261804,0.3429177971364652
1420.758781462686,1199.745267595117,11.163125639833982,-0.009509354984913898
1484.7039112865236,1199.4139456789312,11.695869867477967,0.10796636238887913
1521.5986263922011,1199.1044645034608,12.003249750156565,0.21769808047326933
